"Frontaliers étrangers selon le sexe et la commune de travail"

"Sexe"	"Lieu de travail"	"1996Q4"	"1997Q4"	"1998Q4"	"1999Q4"	"2000Q4"	"2001Q4"	"2002Q4"	"2003Q4"	"2004Q4"	"2005Q4"	"2006Q4"	"2007Q4"	"2008Q4"	"2009Q4"	"2010Q4"	"2011Q4"	"2012Q4"	"2013Q4"	"2014Q4"	"2015Q4"
"Sexe - Total"	"……La Rippe"	12.4	13.3	14.3	13.3	11.4	14.2	9.5	9.5	11.8	12.2	11.5	12.8	12.7	13.2	8.0	10.0	11.0	13.9	14.9	15.6
"Sexe - Total"	"……Saint-Cergue"	73.9	58.7	58.7	62.2	58.4	44.8	57.7	60.0	54.6	61.6	63.5	72.5	79.1	62.7	54.0	69.0	72.0	83.9	91.7	109.9
"Sexe - Total"	"……Signy-Avenex"	22.9	49.3	70.9	69.0	85.7	103.9	117.7	115.3	105.5	93.1	96.6	93.9	99.3	105.9	119.0	123.0	140.0	132.0	137.0	143.2
"Sexe - Total"	"……Tannay"	7.6	9.5	9.5	7.5	8.4	14.1	12.4	13.4	17.3	15.5	16.4	17.2	14.6	13.6	11.0	12.0	12.0	14.4	15.2	17.9
"Sexe - Total"	"……Trélex"	12.4	12.4	16.2	13.2	13.1	19.7	15.0	13.2	11.0	11.9	12.0	16.9	15.0	16.3	13.5	8.0	11.0	12.2	14.1	13.5
"Sexe - Total"	"……Le Vaud"	3.8	3.8	3.8	5.6	2.8	3.7	1.9	1.9	2.6	1.6	4.1	4.2	4.9	4.1	2.0	4.0	6.6	6.7	9.4	11.9
"Sexe - Total"	"……Vich"	35.3	33.3	36.2	42.4	40.3	48.7	47.1	46.0	48.4	38.1	41.1	31.3	33.6	37.3	35.0	48.0	54.0	60.0	65.4	69.1
"Sexe - Total"	"……L'Abergement"	2.9	2.9	2.9	2.9	2.9	3.8	2.9	2.9	3.7	3.6	3.6	5.5	6.3	3.6	6.0	6.0	5.0	5.4	4.5	3.7
"Sexe - Total"	"……Agiez"	4.8	4.8	3.9	3.8	2.8	2.8	4.9	4.8	4.7	5.6	4.7	5.5	5.4	1.8	1.0	1.0	1.0	1.8	0.9	0.0
"Sexe - Total"	"……Arnex-sur-Orbe"	1.9	1.0	1.9	1.9	1.9	3.8	2.9	4.8	7.4	5.5	6.2	6.3	4.5	3.6	4.0	6.0	8.0	6.4	5.5	5.5
"Sexe - Total"	"……Ballaigues"	262.1	270.6	269.7	274.7	271.9	266.2	276.9	323.6	338.4	364.8	420.8	471.0	527.3	495.2	553.0	581.0	615.9	625.8	612.1	621.9
"Sexe - Total"	"……Baulmes"	27.1	28.1	28.1	24.9	25.0	27.9	26.2	33.0	35.2	37.8	40.1	38.8	35.3	28.8	30.0	33.0	41.0	38.5	38.5	40.3
"Sexe - Total"	"……Bavois"	0.0	0.0	0.0	0.0	0.0	0.9	4.7	5.6	5.4	5.9	4.2	3.4	4.1	5.0	3.5	4.6	5.0	5.9	5.9	6.0
"Sexe - Total"	"……Bofflens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bretonnières"	0.0	0.0	0.0	0.0	0.0	1.9	2.8	3.8	5.6	6.3	0.9	0.9	0.9	1.7	1.0	0.0	1.0	0.9	0.0	0.9
"Sexe - Total"	"……Chavornay"	49.2	42.4	44.3	42.2	46.0	51.0	50.5	56.1	58.6	58.8	78.1	96.9	120.2	106.1	113.0	120.0	129.0	147.2	153.5	150.7
"Sexe - Total"	"……Les Clées"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.7	0.9	0.8	0.0	1.0	2.0	1.7	0.9	0.9
"Sexe - Total"	"……Corcelles-sur-Chavornay"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.7	2.6	2.7	2.0	3.0	3.0	5.6	7.4	9.2
"Sexe - Total"	"……Croy"	6.8	5.8	3.9	2.9	2.9	2.9	2.0	2.9	2.8	1.8	1.9	1.9	0.9	0.0	0.0	5.0	5.0	0.9	5.4	9.1
"Sexe - Total"	"……Juriens"	1.0	1.0	1.0	1.0	2.0	2.0	6.9	4.9	1.9	3.7	3.7	4.6	4.5	6.0	4.0	1.0	1.0	1.7	0.9	1.0
"Sexe - Total"	"……Lignerolle"	7.7	7.7	6.8	6.7	9.5	9.6	9.7	9.7	8.5	7.4	8.3	9.1	8.0	6.9	5.0	3.0	3.0	4.4	5.3	8.7
"Sexe - Total"	"……Montcherand"	9.6	6.8	6.8	6.7	10.5	9.5	11.6	9.7	4.7	4.6	3.7	4.5	4.3	5.1	4.0	6.0	6.0	5.1	3.4	4.2
"Sexe - Total"	"……Orbe"	94.6	87.8	83.0	100.3	125.3	149.3	193.2	210.1	242.4	255.4	301.5	373.9	420.7	426.7	454.5	508.6	560.0	599.5	616.7	607.2
"Sexe - Total"	"……La Praz"	1.0	1.9	1.9	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9	1.9	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9
"Sexe - Total"	"……Premier"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.9	1.7	0.9	0.0	0.0	1.0	0.0	0.0	0.0
"Sexe - Total"	"……Rances"	1.0	0.0	0.0	0.0	0.0	1.0	1.9	1.9	2.8	2.7	2.7	0.0	0.8	0.8	1.0	2.0	3.0	2.7	2.7	3.5
"Sexe - Total"	"……Romainmôtier-Envy"	15.4	13.5	17.4	18.1	15.3	16.3	14.5	17.3	20.7	23.6	26.2	18.0	15.1	13.2	6.5	5.5	5.5	8.7	5.0	9.3
"Sexe - Total"	"……Sergey"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9	0.0	0.0
"Sexe - Total"	"……Valeyres-sous-Rances"	5.8	5.8	6.8	6.7	5.8	6.8	11.7	11.6	10.5	9.3	13.1	11.9	11.6	13.3	12.0	14.0	14.0	18.3	20.1	10.9
"Sexe - Total"	"……Vallorbe"	480.8	453.5	421.6	411.3	469.9	500.5	429.4	406.6	410.6	400.9	420.8	426.2	467.5	436.4	421.0	464.0	479.0	474.1	496.2	469.0
"Sexe - Total"	"……Vaulion"	21.3	17.4	19.4	19.4	17.4	18.4	11.7	9.8	18.0	19.3	15.8	14.8	14.4	13.5	17.0	18.0	17.0	15.7	11.5	11.5
"Sexe - Total"	"……Vuiteboeuf"	7.8	7.8	14.5	12.5	3.9	6.7	6.8	6.7	5.6	4.6	3.8	3.7	3.7	4.4	3.0	2.0	4.0	4.4	2.7	1.8
"Sexe - Total"	"……Carrouge (VD)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.0	3.0	3.0	3.6	2.7	3.6
"Sexe - Total"	"……Corcelles-le-Jorat"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7	0.7	0.0
"Sexe - Total"	"……Essertes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"Sexe - Total"	"……Ferlens (VD)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Maracon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Mézières (VD)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.8	0.9	0.8	1.0	2.0	2.0	1.5	6.2	3.0
"Sexe - Total"	"……Montpreveyres"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.7	1.6	0.0	1.0	2.0	2.6	2.7	1.8
"Sexe - Total"	"……Ropraz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.9
"Sexe - Total"	"……Servion"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	2.0	2.0	3.0	3.6	6.2	11.4
"Sexe - Total"	"……Vulliens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Jorat-Menthue"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.9	0.0	0.8	1.0	1.0	1.0	3.5	6.1	7.8
"Sexe - Total"	"……Oron"	0.0	0.0	0.9	0.9	0.9	0.9	0.0	1.8	0.8	0.7	0.8	6.9	11.8	14.6	14.0	16.0	22.0	17.4	19.4	23.2
"Sexe - Total"	"……Champtauroz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Chevroux"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	1.8	0.9	0.9
"Sexe - Total"	"……Corcelles-près-Payerne"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	3.0	3.0	5.0	2.8	3.7	2.7
"Sexe - Total"	"……Grandcour"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9
"Sexe - Total"	"……Henniez"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.9	3.0	2.0	3.0	3.6	3.6	3.6
"Sexe - Total"	"……Missy"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Payerne"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	7.6	16.2	23.5	26.0	34.0	40.8	44.7	53.6
"Sexe - Total"	"……Trey"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	4.3	6.2
"Sexe - Total"	"……Treytorrens (Payerne)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.9	0.0	0.0
"Sexe - Total"	"……Villarzel"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Valbroye"	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9	0.9	1.8	1.8	2.8	2.6	2.0	2.0	4.0	4.3	4.3	5.9
"Sexe - Total"	"……Château-d'Oex"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	2.6	1.8	1.0	1.0	1.0	3.5	3.5	3.6
"Sexe - Total"	"……Rossinière"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	1.0	1.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rougemont"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.7	1.0	3.0	2.0	1.3	1.4	0.0
"Sexe - Total"	"……Allaman"	1.0	1.0	1.9	1.9	1.9	3.8	12.1	12.2	18.1	18.9	20.1	18.6	22.0	24.4	27.0	26.0	25.0	25.5	26.8	28.1
"Sexe - Total"	"……Bursinel"	8.6	9.5	3.8	5.5	5.6	6.5	7.4	6.5	3.6	5.2	3.9	5.0	6.6	4.2	4.0	4.0	6.0	6.6	7.3	8.2
"Sexe - Total"	"……Bursins"	13.3	11.4	11.4	13.3	14.0	18.8	25.5	24.3	19.0	19.4	19.9	24.1	24.0	22.5	27.0	27.0	30.0	32.5	30.1	39.0
"Sexe - Total"	"……Burtigny"	6.7	6.7	6.7	6.6	7.6	9.5	6.6	1.9	0.9	0.9	1.8	2.7	2.7	3.5	7.0	7.0	8.0	8.2	8.2	7.3
"Sexe - Total"	"……Dully"	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.8	1.6	1.7	0.8	0.9	2.0	4.0	5.0	8.1	4.9	6.9
"Sexe - Total"	"……Essertines-sur-Rolle"	1.0	0.0	0.0	0.0	0.0	1.9	1.0	0.9	1.9	1.7	2.5	1.7	0.7	0.0	1.0	0.0	0.0	0.9	2.6	5.2
"Sexe - Total"	"……Gilly"	10.5	10.5	9.5	11.6	10.6	13.5	14.5	7.7	16.4	12.2	19.5	20.5	23.1	27.9	33.0	30.0	34.0	39.1	39.9	45.2
"Sexe - Total"	"……Luins"	3.8	4.8	1.9	2.8	3.8	4.8	2.8	2.8	2.6	2.3	2.5	4.3	5.1	4.5	4.5	7.5	8.5	9.4	13.5	7.1
"Sexe - Total"	"……Mont-sur-Rolle"	5.7	6.6	6.7	5.8	9.6	10.6	12.6	16.3	18.6	16.9	20.3	19.7	24.1	17.9	25.0	25.0	26.0	29.0	50.4	64.3
"Sexe - Total"	"……Perroy"	1.0	1.0	1.9	1.0	1.0	2.7	5.5	4.7	5.5	4.3	4.4	4.3	3.5	4.3	6.8	8.8	8.0	10.3	9.9	8.9
"Sexe - Total"	"……Rolle"	63.8	64.7	67.5	62.3	75.7	71.9	74.5	75.3	80.1	84.1	100.0	115.8	188.7	257.1	280.0	330.0	345.0	345.4	336.6	344.0
"Sexe - Total"	"……Tartegnin"	0.0	0.0	0.0	2.8	1.0	3.7	1.8	1.8	1.7	2.2	1.5	2.3	1.5	2.3	2.0	2.0	3.0	3.1	4.1	3.9
"Sexe - Total"	"……Vinzel"	4.8	4.8	8.6	6.6	9.2	7.6	10.4	9.4	7.2	6.6	6.8	6.1	7.0	8.8	9.0	10.0	11.0	11.4	14.7	15.1
"Sexe - Total"	"……L'Abbaye"	132.2	121.6	117.8	125.2	130.2	165.9	169.8	162.3	164.2	155.8	178.3	189.4	190.8	175.7	157.9	182.0	192.0	184.2	195.0	201.9
"Sexe - Total"	"……Le Chenit"	1018.6	1044.1	1196.6	1368.9	1585.5	1829.9	1847.7	1745.6	1780.3	1885.3	2124.6	2404.1	2554.6	2375.8	2426.0	2688.8	2996.4	3103.8	3272.0	3207.1
"Sexe - Total"	"……Le Lieu"	232.5	231.5	235.3	257.1	284.9	297.7	242.8	233.8	214.1	264.7	296.2	317.4	329.0	275.0	267.0	277.0	290.0	293.7	305.8	301.3
"Sexe - Total"	"……Blonay"	8.4	6.6	5.6	4.7	6.6	11.1	8.3	10.2	10.5	12.2	10.1	11.1	12.5	18.2	27.0	38.0	41.0	32.7	37.7	46.5
"Sexe - Total"	"……Chardonne"	8.5	6.6	5.6	7.3	7.3	7.3	8.8	7.2	5.8	5.2	6.0	11.0	5.3	3.2	3.0	7.0	7.0	8.1	12.5	12.4
"Sexe - Total"	"……Corseaux"	2.8	1.9	1.9	1.9	2.8	2.8	4.7	1.9	8.1	6.7	9.9	13.6	12.6	10.2	6.0	5.0	4.0	4.4	3.5	3.4
"Sexe - Total"	"……Corsier-sur-Vevey"	5.7	3.8	2.8	8.6	15.2	21.0	20.7	19.1	22.0	22.2	24.7	31.9	34.5	50.4	62.0	67.0	65.0	75.0	91.1	111.9
"Sexe - Total"	"……Jongny"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.0	0.8	0.8	2.4
"Sexe - Total"	"……Montreux"	77.9	75.8	79.4	89.4	108.2	129.4	150.8	209.6	219.9	238.2	281.8	316.9	302.7	301.9	290.0	339.0	368.4	409.6	423.2	432.5
"Sexe - Total"	"……Saint-Légier-La Chiésaz"	9.4	7.5	8.3	11.1	14.9	24.1	22.7	25.6	22.6	26.7	33.9	46.4	40.5	41.6	52.0	68.0	94.0	94.0	126.8	121.1
"Sexe - Total"	"……La Tour-de-Peilz"	3.8	4.7	5.6	7.4	6.5	8.3	10.1	13.7	12.1	12.5	11.6	15.9	17.0	20.7	24.0	24.0	35.0	40.9	41.0	40.7
"Sexe - Total"	"……Vevey"	86.6	90.2	85.4	86.8	94.3	124.8	163.0	161.0	172.6	175.0	168.8	170.5	176.9	201.7	243.0	270.5	304.9	340.3	368.7	370.6
"Sexe - Total"	"……Veytaux"	0.0	0.9	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.9	4.5
"Sexe - Total"	"……Belmont-sur-Yverdon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bioley-Magnoux"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4
"Sexe - Total"	"……Chamblon"	3.9	1.9	4.8	4.9	5.9	5.9	6.9	7.8	9.7	12.5	13.4	13.3	10.3	10.0	12.0	15.0	15.0	13.4	14.1	14.2
"Sexe - Total"	"……Champvent"	4.8	4.8	4.8	11.3	12.3	14.2	21.8	22.8	20.3	22.9	20.5	23.7	22.3	22.3	23.0	26.0	31.0	29.7	29.7	32.8
"Sexe - Total"	"……Chavannes-le-Chêne"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7
"Sexe - Total"	"……Chêne-Pâquier"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Cheseaux-Noréaz"	0.0	0.0	0.0	0.0	0.9	0.9	2.8	0.9	0.0	0.0	0.0	1.6	1.6	1.6	1.0	1.0	1.0	1.7	1.7	0.8
"Sexe - Total"	"……Cronay"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9
"Sexe - Total"	"……Cuarny"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.8	0.8	0.7
"Sexe - Total"	"……Démoret"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Donneloye"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	2.0	2.0	2.0	1.8	2.7	5.4
"Sexe - Total"	"……Ependes (VD)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.9	0.9
"Sexe - Total"	"……Essert-Pittet"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Mathod"	1.0	1.9	1.9	4.8	4.8	3.8	3.8	0.9	0.9	1.8	0.9	0.9	0.9	0.9	1.0	1.0	1.0	1.8	1.8	1.8
"Sexe - Total"	"……Molondin"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.8	1.8	0.0	0.0	0.0	0.7	0.7	0.7
"Sexe - Total"	"……Montagny-près-Yverdon"	29.9	28.9	26.0	28.7	27.8	29.7	33.9	41.4	46.4	58.8	62.9	67.3	70.3	64.8	60.0	86.0	99.0	129.6	90.1	105.6
"Sexe - Total"	"……Oppens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.0	1.0	1.0	1.8	2.8	3.7
"Sexe - Total"	"……Orges"	3.9	4.8	4.8	4.7	6.7	3.8	5.8	6.8	9.5	10.8	12.0	10.1	6.4	4.5	3.0	4.0	4.0	5.4	9.1	9.1
"Sexe - Total"	"……Orzens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.7	1.7	4.3
"Sexe - Total"	"……Pomy"	0.0	1.0	0.0	1.0	0.9	1.9	1.0	1.0	1.9	2.5	2.6	1.0	1.9	0.9	0.0	2.0	4.0	3.6	3.6	7.2
"Sexe - Total"	"……Rovray"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Suchy"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	1.8	1.8	4.0	4.0	3.0	2.7	2.6	2.6
"Sexe - Total"	"……Suscévaz"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	1.0	1.0	1.0	2.5	2.5	0.9
"Sexe - Total"	"……Treycovagnes"	1.0	1.0	1.0	1.9	1.9	1.9	1.0	1.0	1.0	0.9	0.9	0.9	0.9	0.9	1.0	1.0	1.0	1.9	3.6	3.7
"Sexe - Total"	"……Ursins"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Valeyres-sous-Montagny"	2.9	4.8	4.8	5.8	3.9	3.8	3.8	3.8	2.8	4.2	2.6	1.8	1.7	1.7	2.0	2.0	4.0	3.4	3.4	1.8
"Sexe - Total"	"……Valeyres-sous-Ursins"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.0	1.0	1.0	2.6	1.8	0.9
"Sexe - Total"	"……Villars-Epeney"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Vugelles-La Mothe"	2.9	2.9	2.9	2.8	1.9	1.9	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Yverdon-les-Bains"	327.6	337.1	338.0	366.4	427.2	570.4	659.2	626.7	646.4	710.6	837.8	945.9	966.3	987.6	1106.9	1256.4	1227.3	1346.3	1455.5	1480.8
"Sexe - Total"	"……Yvonand"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9	0.9	7.8	14.8	15.8	16.0	26.0	28.0	31.5	33.4	33.6
"Sexe - Total"	"- Valais/Wallis"	1681.3	1522.0	1439.9	1359.7	1393.0	1552.1	1593.7	1647.7	1522.8	1377.5	1440.0	1547.6	1486.3	1566.9	1745.5	2000.0	2281.4	2483.8	2685.5	2835.3
"Sexe - Total"	"……Brig-Glis"	443.5	393.4	372.0	350.6	357.0	377.9	365.3	351.1	281.3	235.2	226.2	267.1	221.9	236.6	294.2	315.5	362.1	361.2	449.7	457.1
"Sexe - Total"	"……Eggerberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9
"Sexe - Total"	"……Naters"	177.6	154.6	136.1	121.8	130.8	135.5	121.9	120.1	117.1	86.8	90.4	97.8	91.2	99.6	125.0	146.0	157.4	165.7	183.5	203.0
"Sexe - Total"	"……Ried-Brig"	13.0	4.6	4.6	2.7	3.6	5.3	8.0	6.9	5.9	5.6	4.4	4.0	4.1	3.6	3.0	5.0	6.0	4.3	4.7	5.5
"Sexe - Total"	"……Simplon"	34.2	30.4	29.3	27.8	28.9	47.1	41.1	39.1	28.0	20.9	19.2	22.4	21.5	20.2	23.0	24.5	28.5	25.5	31.2	29.8
"Sexe - Total"	"……Termen"	5.5	1.9	4.6	4.6	5.6	5.6	3.6	5.4	1.7	1.5	1.5	1.4	2.2	1.6	1.0	1.0	3.0	3.9	3.1	5.4
"Sexe - Total"	"……Zwischbergen"	15.6	23.6	19.9	20.0	20.1	17.2	12.2	10.4	10.2	8.6	7.1	10.8	19.4	20.1	13.0	16.0	17.5	17.4	19.8	22.0
"Sexe - Total"	"……Ardon"	0.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	2.9	2.8	1.9	0.9	0.9	1.8	2.0	1.0	1.0	1.8	1.7	2.3
"Sexe - Total"	"……Chamoson"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.6	0.4	0.4	0.5	0.5	0.0	0.0	2.0	2.0	2.3	4.0	3.3
"Sexe - Total"	"……Conthey"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.9	4.6	7.1	4.9	5.7	2.0	4.0	5.0	9.9	12.9	17.9
"Sexe - Total"	"……Nendaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.3	1.4	0.7	0.0	0.0	2.0	4.0	3.2	6.6
"Sexe - Total"	"……Vétroz"	1.0	1.9	1.9	1.0	1.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	2.0	2.1	4.3	6.0
"Sexe - Total"	"……Bagnes"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	1.8	2.5	4.4	4.3	10.0	16.0	13.0	18.5	17.7	18.1
"Sexe - Total"	"……Bourg-Saint-Pierre"	1.8	1.8	1.8	1.8	0.0	0.9	0.9	0.0	0.0	1.4	1.5	1.6	2.3	1.7	3.0	5.0	5.0	4.7	4.7	5.7
"Sexe - Total"	"……Liddes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.6	0.6
"Sexe - Total"	"……Orsières"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0	2.0	1.5	2.4	5.2
"Sexe - Total"	"……Sembrancher"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.4	0.0	1.0	2.0	2.7	3.0	3.0
"Sexe - Total"	"……Vollèges"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	1.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bellwald"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	1.7	1.7
"Sexe - Total"	"……Binn"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Blitzingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
